,Compound,Date,Negative,Neutral,News_outlet,Positive,Tweet,Tweet_number
9981,-0.2732,2018-07-15 02:45:00,0.149,0.851,Fox News,0.0,"Officials say vaping co-pilot caused Air China flight to drop 21,000 feet https://t.co/hJLeTKerbL",7462
9982,0.4939,2018-07-15 02:42:24,0.0,0.814,Fox News,0.186,"New York boy, 3, sings national anthem at baseball game in adorable video #ProudAmerican https://t.co/ZGxSeuxAO1",7463
9983,0.357,2018-07-15 02:35:59,0.0,0.858,Fox News,0.142,"Russia not attacking midterms on same 'scale or scope' as in 2016, Nielsen says https://t.co/JjiSD8IHvA https://t.co/XOPfF2mH8Y",7464
9984,0.4939,2018-07-15 02:32:13,0.0,0.789,Fox News,0.211,Six North Carolina nurses show off their  'baby bumps' in adorable photo https://t.co/P8ojwhY5xc,7465
9985,0.0772,2018-07-15 02:21:23,0.14,0.701,Fox News,0.159,Arizona lawmaker apologizes after bragging about speeding to cop during traffic stop https://t.co/kaGtI6s1V5,7466
9986,-0.4939,2018-07-15 02:15:58,0.204,0.694,Fox News,0.102,"Woman admits to killing her father after finding his child pornography collection, including photos of herself https://t.co/1gXPSkV1WM",7467
9987,0.5574,2018-07-15 02:05:17,0.0,0.816,Fox News,0.184,I was Supreme Court nominee Kavanaugh's law clerk -- Let me tell you about the man I know https://t.co/xx1IdPQpTh,7468
9988,0.0,2018-07-15 02:02:58,0.0,1.0,Fox News,0.0,"'Organized Cruelty’: Clinton Blasts Trump Administration for 'Trying to Rip the Heart Out of America' 
 https://t.co/18eXz2MkhV",7469
9989,0.0,2018-07-15 01:50:28,0.0,1.0,Fox News,0.0,Rep. DeSantis Blasts Strzok After House Hearing: 'Why Is He Still Getting a Paycheck?' https://t.co/OfPs7CraKb,7470
9990,0.6705,2018-07-15 01:33:49,0.0,0.744,Fox News,0.256,".@GovMikeHuckabee on NATO: ""Thank goodness that [@POTUS] doesn't just roll over and let these smaller nations push… https://t.co/BP8oeduxjR",7471
9991,0.5267,2018-07-15 01:29:08,0.0,0.848,Fox News,0.152,".@DarrellIssa on Strzok hearing: ""The only justice we're gonna get is from the American people who hearing Peter St… https://t.co/OEqaWxt1MM",7472
9992,0.5423,2018-07-15 01:19:34,0.0,0.774,Fox News,0.226,Judge has second thoughts hours after praising Trump administration for family reunifications https://t.co/OLfCTYNaCo,7473
9993,-0.4939,2018-07-15 01:16:04,0.204,0.694,Fox News,0.102,"Woman admits to killing her father after finding his child pornography collection, including photos of herself https://t.co/7VJLlNITgo",7474
9994,-0.3867,2018-07-15 01:16:00,0.143,0.79,Fox News,0.067,"TOMORROW: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Channel! https://t.co/0gPYq3L8yX",7475
9995,0.3612,2018-07-15 01:08:32,0.0,0.828,Fox News,0.172,Richmond Airport apologizes after official reportedly told mom breastfeeding was 'indecent exposure' https://t.co/Xtxn2hdvD2,7476
9996,0.0,2018-07-15 00:58:05,0.0,1.0,Fox News,0.0,Fireworks illuminate the Eiffel Tower in Paris during Bastille Day celebrations on Saturday. Bastille Day marks the… https://t.co/jrdfd9MVyR,7477
9997,0.128,2018-07-15 00:50:00,0.0,0.919,Fox News,0.081,MONDAY: Chris Wallace sits down for an exclusive interview with Russian President Vladimir Putin following the summ… https://t.co/QMUwJiVkk4,7478
9998,0.0772,2018-07-15 00:45:16,0.0,0.885,Fox News,0.115,".@DiamondandSilk on Peter Strzok: ""We want answers from him."" @WattersWorld https://t.co/OKFrRUkd8S",7479
9999,0.281,2018-07-15 00:43:27,0.086,0.771,Fox News,0.144,‘Pretty plane girl’ slams passenger for sharing ‘false’ viral ‘Plane bae’ story to Twitter without consent https://t.co/TGDFt4mlpN,7480
10000,0.0,2018-07-15 00:38:49,0.0,1.0,Fox News,0.0,.@SecPompeo: Trump-Putin summit should proceed https://t.co/DeAgnC4mCK,7481
10001,0.0,2018-07-15 00:35:00,0.0,1.0,Fox News,0.0,An MV-22B Osprey tiltrotor aircraft sits on display through a firework show during the Marine Corps Air Station Fut… https://t.co/bqblXorf9U,7482
10002,0.0,2018-07-15 00:28:44,0.0,1.0,Fox News,0.0,".@KimStrassel on Strzok hearing: ""This is the @FBI continuing to obstruct congressional oversight."" @WattersWorld https://t.co/2xUTBtWyIb",7483
10003,0.0,2018-07-15 00:09:53,0.0,1.0,Fox News,0.0,OPINION: My baby nephew was dying and his mother's response was unforgettable https://t.co/RfNT4KHBmx,7484
10004,-0.5994,2018-07-15 00:07:38,0.26,0.651,Fox News,0.089,"Jaguar escapes captivity in New Orleans, killing 6 other animals before being sedated https://t.co/Vf4GSketys",7485
10005,0.357,2018-07-15 00:02:55,0.0,0.85,Fox News,0.15,"Russia not attacking midterms on same 'scale or scope' as in 2016, Nielsen says https://t.co/yE9yols4EG",7486
10435,-0.2732,2018-07-22 01:12:40,0.146,0.753,The New York Times,0.1,A new book about Sir Arthur Conan Doyle solving a real-life crime has the twists and turns of a Sherlock Holmes nov… https://t.co/uur3tQJXKi,7916
10436,-0.6908,2018-07-22 00:55:45,0.363,0.637,The New York Times,0.0,Dan Coats Denies Criticism of Trump Over Putin White House Visit https://t.co/biVSWA9QJP,7917
10437,0.0,2018-07-22 00:53:20,0.0,1.0,The New York Times,0.0,Lens: What Do Facial Recognition Technologies Mean for Our Privacy? https://t.co/uAeLXHi1l2,7918
10438,-0.0772,2018-07-22 00:41:11,0.097,0.781,The New York Times,0.123,"Turns out thriller writers are surprised by their own books too. ""I get the same shock the reader gets at the end o… https://t.co/3jNSzHlzgX",7919
10439,0.7003,2018-07-22 00:24:49,0.0,0.746,The New York Times,0.254,"This no-frills lemon pie, sweetly creamy and salty all the same, will help you beat the summer heat… https://t.co/ORZJvYNad5",7920
10440,-0.2244,2018-07-22 00:05:49,0.212,0.639,The New York Times,0.149,Surprise! The N.F.L. National Anthem Problem Is Not Going Away. https://t.co/1JJgi58dlP,7921
10441,0.5574,2018-07-21 23:47:47,0.0,0.833,The New York Times,0.167,"You don’t have to be rich, a genius or a world-renowned luminary to touch people’s lives for generations to come https://t.co/9Ez0r4JBTQ",7922
10442,-0.4939,2018-07-21 23:28:53,0.151,0.849,The New York Times,0.0,"Here’s what happened when one of our reporters tried on a pair of China’s scary, dystopian facial recognition glass… https://t.co/wIM8kybmnP",7923
10443,-0.3182,2018-07-21 23:12:16,0.223,0.777,The New York Times,0.0,Loose Ends: Secret Notes on the Trump-Putin Meeting https://t.co/jaVYTpMXb8,7924
10444,0.0,2018-07-21 22:53:58,0.0,1.0,The New York Times,0.0,Trading the Cocktail Shaker for the Still https://t.co/38bQk0Cixu,7925
10445,-0.3818,2018-07-21 22:48:58,0.245,0.755,The New York Times,0.0,"A New Battle for Guadalcanal, This Time With China https://t.co/zittJ4INqt",7926
10446,0.5719,2018-07-21 22:37:10,0.0,0.821,The New York Times,0.179,"Turn leftover rice into a delicious new meal with this crispy rice with shrimp, bacon and corn recipe… https://t.co/PrhZGczvVL",7927
10447,0.25,2018-07-21 22:17:40,0.143,0.649,The New York Times,0.208,There’s some pretty stellar life advice hiding in Mindy Kaling’s books https://t.co/3KBFd17X20,7928
10448,0.5267,2018-07-21 22:01:11,0.0,0.793,The New York Times,0.207,Justice Dept. Releases Secret Carter Page Surveillance Documents at Center of Partisan Clash https://t.co/T0jrnSYCYA,7929
10449,0.0,2018-07-21 22:00:07,0.0,1.0,The New York Times,0.0,"Long before they became lawyers, they got used to defending themselves in the court of public opinion https://t.co/aaG8f9Pz7d",7930
10450,0.0,2018-07-21 21:53:43,0.0,1.0,The New York Times,0.0,Breaking News: The Trump administration released secret records at the center of a partisan clash over the wiretapp… https://t.co/WubmAQKjZN,7931
10451,0.0,2018-07-21 21:45:03,0.0,1.0,The New York Times,0.0,Nascar's future depends on these 5-year-olds https://t.co/IrrdUc8VUJ https://t.co/zy3CX6FzUW,7932
10452,-0.6705,2018-07-21 21:30:06,0.2,0.8,The New York Times,0.0,"2 years into Duterte’s term, after thousands of killings by police officers and vigilantes in his crackdown on narc… https://t.co/GnhwkFfnti",7933
10453,-0.0,2018-07-21 21:15:01,0.123,0.708,The New York Times,0.17,"Experience in augmented reality the obstacles rescuers faced, like crawling through narrow cave openings to reach t… https://t.co/k8lAiSb9U6",7934
10454,-0.6705,2018-07-21 21:00:11,0.302,0.698,The New York Times,0.0,"On Monday, Israel's Parliament blocked critical groups from speaking in schools. 

On Tuesday, it cut off Palestini… https://t.co/2uGUbQ7MD6",7935
10455,0.3612,2018-07-21 20:45:05,0.0,0.839,The New York Times,0.161,"China is ready for the future, even if the future hasn’t quite arrived https://t.co/NnRydRzZVs",7936
10456,0.4588,2018-07-21 20:30:11,0.0,0.857,The New York Times,0.143,Kristin Davis said she didn't believe that Robert Mueller's interest had to do with her running a prostitution serv… https://t.co/J8Nj2Fm90T,7937
10457,-0.296,2018-07-21 20:15:05,0.128,0.872,The New York Times,0.0,"A transgender woman said that a CVS pharmacist refused to fill a prescription for hormone therapy. CVS apologized,… https://t.co/n3mvTky7rd",7938
10458,0.7717,2018-07-21 20:00:12,0.0,0.729,The New York Times,0.271,This one pot coconut-poached fish with bok choy dish couldn’t be easier to assemble (and it looks beautiful too)… https://t.co/8aabgkGo3i,7939
10459,-0.8658,2018-07-21 19:47:47,0.35,0.65,The New York Times,0.0,"The ""crying Nazi"" has been barred from Virginia for 5 years: He pleaded guilty to 2 counts of assault and battery a… https://t.co/Dyvnl2wNDu",7940
10460,0.3321,2018-07-21 19:30:07,0.0,0.878,The New York Times,0.122,Prosecutors believe that American Media Inc. acted more as a political supporter than as a news organization as it… https://t.co/f2RMu70uHf,7941
10461,0.121,2018-07-21 19:15:04,0.133,0.71,The New York Times,0.157,It rarely pays to be loyal in the NBA these days. Clipper Darrell doesn't care. https://t.co/F0vZmFwcY9,7942
10462,0.296,2018-07-21 19:00:06,0.0,0.761,The New York Times,0.239,"Before creating a multigenerational home, do your research https://t.co/o2uztOpT4i",7943
10463,0.8271,2018-07-21 18:45:07,0.0,0.697,The New York Times,0.303,"Tut tut, it looks like rain. Here are 33 New York cultural institutions you can visit for free, all thanks to your… https://t.co/VICG5bvroI",7944
10464,0.6072,2018-07-21 18:30:09,0.0,0.802,The New York Times,0.198,When's the confirmation for Supreme Court nominee Brett Kavanaugh? What's happened since the announcement? Get caug… https://t.co/YvlNo0wlZN,7945
10465,-0.4767,2018-07-21 18:15:07,0.134,0.866,The New York Times,0.0,"In Opinion

Op-Ed columnist Frank Bruni writes, ""We got it wrong in 2016. We can get it right in 2018."" https://t.co/AAjuEBhpiF",7946
10466,0.0,2018-07-21 18:00:11,0.0,1.0,The New York Times,0.0,Experience in augmented reality the hazards that rescuers faced in a Thai cave as they brought 12 boys and their so… https://t.co/PbiUK0Htu3,7947
10467,0.5994,2018-07-21 17:45:06,0.0,0.606,The New York Times,0.394,The Iron Lady loved teddy bears https://t.co/KnBfUGHy0C,7948
10468,-0.2023,2018-07-21 17:30:06,0.079,0.921,The New York Times,0.0,"2 men were charged in the theft of $8 million in rare books and items from a Pittsburgh library, in a scheme that l… https://t.co/AnSGZBFzEY",7949
10469,0.2263,2018-07-21 17:15:06,0.0,0.899,The New York Times,0.101,"Fiat Chrysler’s CEO, Sergio Marchionne, is stepping down for health reasons. His successor, Mike Manley, leads the… https://t.co/i7WRnqNoTu",7950
10470,-0.7351,2018-07-21 17:00:08,0.237,0.763,The New York Times,0.0,"In Opinion 

Beth Macy writes, ""Only in death are those who are addicted seen as victims, as patients who might hav… https://t.co/tyCYm4g3F1",7951
10471,-0.4019,2018-07-21 16:45:08,0.162,0.838,The New York Times,0.0,"The Brazilian military’s push into politics is a major shift — and for many, a worrisome one https://t.co/Quk9NmEMbb",7952
10472,0.0,2018-07-21 16:30:06,0.0,1.0,The New York Times,0.0,Despite the dramatic overhaul of the city’s leadership following the deadly white nationalist rally in Charlottesvi… https://t.co/dwAE0BOROy,7953
10473,0.34,2018-07-21 16:15:03,0.0,0.862,The New York Times,0.138,The national security establishment appears to be following a radically different Russia policy than the president https://t.co/5v8Vx4v6Zo,7954
10474,-0.2263,2018-07-21 16:00:02,0.174,0.71,The New York Times,0.116,Some cities are betting on driverless cars to solve public transit problems https://t.co/xGBwmy1Oq2,7955
10475,-0.1779,2018-07-21 15:45:04,0.194,0.647,The New York Times,0.159,A Hindu lynch mob beat a Muslim man to death. A national politician rewarded them with flowers. https://t.co/uuesorS8PQ,7956
10476,0.4019,2018-07-21 15:30:03,0.0,0.803,The New York Times,0.197,Got $250? You can go to Sean Spicer’s book party. https://t.co/uxEUwABm0s https://t.co/bDI4gZ8a20,7957
10477,-0.296,2018-07-21 15:15:06,0.155,0.845,The New York Times,0.0,"With a tweet, Trump signaled open warfare on his longtime fixer, Michael Cohen https://t.co/EUR6g4UnG2",7958
10478,-0.3182,2018-07-21 15:00:04,0.113,0.887,The New York Times,0.0,The trip to Kansas is a critical test for whether Alexandria Ocasio-Cortez and her Bronx-born brand of Democratic s… https://t.co/KOvnpHTIiN,7959
10479,0.6808,2018-07-21 14:45:06,0.057,0.697,The New York Times,0.246,"Energized to take on Trump, these young Democrats are seeking to remake their own party as a ferocious — and feroci… https://t.co/yZo6BQ6pFw",7960
10480,0.0,2018-07-21 14:30:05,0.0,1.0,The New York Times,0.0,"You’ve heard of UCLA and Berkeley. But with Latinos now California’s largest ethnic group, is Merced the University… https://t.co/vdgjTpSdDB",7961
10481,0.0,2018-07-21 14:17:02,0.0,1.0,The New York Times,0.0,"The Gardner Museum heist, the largest art theft in history and still unsolved after 28 years, will be the subject o… https://t.co/wFAiRfzLdB",7962
10482,0.0,2018-07-21 14:08:58,0.0,1.0,The New York Times,0.0,Trump Signals Consequences for Michael Cohen Over Secret Recording https://t.co/fd7HEbnHfK,7963
10483,0.0,2018-07-21 14:02:04,0.0,1.0,The New York Times,0.0,"There's a reason you're seeing more Aperol spritzes this year.
(It's marketing. The reason is marketing.) https://t.co/ftoPKyZ1Sn",7964
10484,0.4215,2018-07-21 13:42:04,0.0,0.843,The New York Times,0.157,"Attracted by lax regulations, industrial agriculture has descended on a remote Arizona valley, depleting its aquife… https://t.co/FstFgVdtUk",7965
10485,0.0,2018-07-21 13:32:10,0.0,1.0,The New York Times,0.0,Tip: How to Go Back to a Flip Phone https://t.co/WjuFbChgxs,7966
10486,0.5574,2018-07-21 13:21:02,0.0,0.82,The New York Times,0.18,"RT @nytopinion: If America were to put itself on a Mediterranean diet, we would likely see huge improvements not only in human and environm…",7967
10487,0.0,2018-07-21 13:14:05,0.0,1.0,The New York Times,0.0,There Is a Revolution on the Left. Democrats Are Bracing. https://t.co/nUFQsxn98w,7968
10488,0.8689,2018-07-21 13:02:04,0.0,0.647,The New York Times,0.353,"Modern Love: Inside his son's wallet, a father finds cards that can be redeemed for free hotel nights and drinks, b… https://t.co/1W6jAfdYM9",7969
10489,0.0,2018-07-21 12:42:02,0.0,1.0,The New York Times,0.0,"Each year for 22 years, 10 underrecognized female artists over 40 have received an anonymous $25,000. Now the benef… https://t.co/CDRKxAv5BW",7970
10490,-0.296,2018-07-21 12:21:03,0.095,0.905,The New York Times,0.0,RT @anahadoconnor: A new study finds that parents often underestimate the amount of sugar in their kids foods -- sometimes radically. And k…,7971
10491,0.0,2018-07-21 12:02:04,0.0,1.0,The New York Times,0.0,"Earlier this month, WeWork announced that it was essentially going vegetarian  https://t.co/NjWaIv2Yrc",7972
10492,0.0,2018-07-21 11:44:55,0.0,1.0,The New York Times,0.0,The Thatcher Files: On Europe (and Teddy Bears) https://t.co/1B21f6l0F9,7973
10493,-0.1027,2018-07-21 11:42:01,0.069,0.931,The New York Times,0.0,Passengers are increasingly willing to pay more for premium economy seats on long airplane trips that come with a h… https://t.co/vjeBIUJCuK,7974
10494,0.34,2018-07-21 11:21:02,0.0,0.893,The New York Times,0.107,RT @EricSchmittNYT: There’s Trump’s view of Russia. And then there’s the view of everyone else on his national security team  https://t.co/…,7975
10495,0.0772,2018-07-21 11:02:04,0.0,0.86,The New York Times,0.14,Lots of people want the “Trump Baby” balloon https://t.co/eZWTJaOKPK,7976
10496,-0.743,2018-07-21 10:32:05,0.31,0.69,The New York Times,0.0,RT @TimHerrera: Ever wanted to get revenge on someone who wronged you? Try this instead https://t.co/bZQCNyVTJE,7977
10497,-0.3612,2018-07-21 10:11:45,0.556,0.444,The New York Times,0.0,Suspicious Minds https://t.co/hMrNlZXpOq,7978
10498,0.0,2018-07-21 10:07:32,0.0,1.0,The New York Times,0.0,Brittany Lincicome is one of only a few women ever to compete in a PGA tour event. But that might not be as notable… https://t.co/f5qQd8D6QL,7979
10499,-0.34,2018-07-21 09:49:36,0.286,0.714,The New York Times,0.0,"Jerk, Authentically Jamaican and Unapologetically Hot https://t.co/ZIEsG38fr7",7980
10500,0.3818,2018-07-21 09:46:38,0.0,0.809,The New York Times,0.191,Trilobites: The Stuff That Helps Leeches Get Their Fill of Blood https://t.co/Zn71RmbNfJ,7981
10501,0.5267,2018-07-21 09:32:02,0.0,0.82,The New York Times,0.18,RT @nytimestravel: Low-cost carriers are helping drive competition. But the prospect of rising oil prices may soon have an impact on fares.…,7982
10502,0.3818,2018-07-21 09:09:15,0.0,0.755,The New York Times,0.245,It helps that Jell-O is such a potent metaphor https://t.co/OEu3eX6URf,7983
10503,0.4939,2018-07-21 08:50:58,0.0,0.741,The New York Times,0.259,Here are 5 recipes for busy people who still want something good to eat https://t.co/Zbz9zjcbae,7984
10504,0.4215,2018-07-21 08:32:02,0.0,0.882,The New York Times,0.118,"RT @nytopinion: Fifty years ago, Andrei Sakharov wrote a manifesto insisting that those of us lucky enough to live in open societies should…",7985
10505,0.0,2018-07-21 08:05:58,0.0,1.0,The New York Times,0.0,Researchers found bones belonging to gray and North Atlantic right whales in the Mediterranean that date back to an… https://t.co/KDYLC3Lkfh,7986
10506,0.0,2018-07-21 07:47:54,0.0,1.0,The New York Times,0.0,A company in New Zealand that let its employees work 4 days a week while being paid for 5 says the experiment was s… https://t.co/utVFcFtgYQ,7987
10507,0.2023,2018-07-21 07:30:03,0.0,0.921,The New York Times,0.079,What does the European Union's $5.1 billion fine against Google mean for you if you own an Android phone? Here’s a… https://t.co/YHDUSNpJWs,7988
10508,-0.5106,2018-07-21 07:12:41,0.202,0.798,The New York Times,0.0,Saturday Profile: Rapper Translates U.K.’s Angry Underprivileged for the Middle and Upper Classes https://t.co/QbfoVTbLy0,7989
10509,0.0,2018-07-21 07:09:07,0.0,1.0,The New York Times,0.0,"‘S-Town's"" treatment of its main character was riveting. But was it unlawful? https://t.co/2G2Qk6JhpX https://t.co/HFyK4JGhTT",7990
10510,-0.7506,2018-07-21 06:50:54,0.286,0.714,The New York Times,0.0,"President Trump breaks out the ""enemy of the people"" phrase during moments of peak criticism. Here's a list. https://t.co/15mFxF4xUL",7991
10511,-0.6124,2018-07-21 06:32:01,0.208,0.792,The New York Times,0.0,"RT @nytimesworld: After weeks of simmering tensions, Israel and Hamas edged toward broader conflict on Friday as the Israel military retali…",7992
10512,0.3612,2018-07-21 06:06:04,0.0,0.815,The New York Times,0.185,"Scientists urge sending thank you notes (to everyone, not just them) https://t.co/KHTl670DNT",7993
10513,0.0,2018-07-21 05:48:27,0.0,1.0,The New York Times,0.0,Think you could figure out what breeds make up these dogs? It's actually way harder than it seems. https://t.co/zc7Mcri3YK,7994
10514,0.8126,2018-07-21 05:32:04,0.0,0.73,The New York Times,0.27,"RT @nytimesarts: “I love Jay-Z,” Philadelphia’s mayor said this week. But after the city announced that the rapper’s music festival would h…",7995
10515,0.0,2018-07-21 04:59:50,0.0,1.0,The New York Times,0.0,"At only 40, Beatrice Tinsley became known as the world’s leading expert on the aging and evolution of galaxies https://t.co/fGZ6mGg1Hr",7996
10516,0.1531,2018-07-21 04:42:06,0.062,0.848,The New York Times,0.089,"RT @nytmedia: In 2016, they created an anonymous Twitter account (@slpng_giants) to warn companies when ads appeared on Breitbart News. Now…",7997
10517,0.4588,2018-07-21 04:22:04,0.0,0.88,The New York Times,0.12,"RT @nytopinion: My grandmother, who turned 103 this month, is often asked about the secret to her longevity. “Honey, sweet potato and a goo…",7998
10518,0.0,2018-07-21 04:02:03,0.0,1.0,The New York Times,0.0,A simple cocktail for a summer night https://t.co/xg4OeimNNC,7999
10519,0.0,2018-07-21 03:47:04,0.0,1.0,The New York Times,0.0,"RT @julianbarnes: The disconnect between the policies aimed at curbing Russia and the president’s position has never been wider, a gap that…",8000
10520,0.7346,2018-07-21 03:32:03,0.0,0.721,The New York Times,0.279,"""It has been extremely gratifying to see a program designed to promote learning, culture, and knowledge quickly bec… https://t.co/hZnup2q4p8",8001
10521,-0.3182,2018-07-21 03:17:01,0.113,0.887,The New York Times,0.0,"RT @FrankBruni: When it comes to babysitting this president, congressional Republicans are a lost cause. There's scowling from Mitch McConn…",8002
10522,0.4215,2018-07-21 03:02:03,0.0,0.843,The New York Times,0.157,"Attracted by lax regulations, industrial agriculture has descended on a remote Arizona valley, depleting its aquife… https://t.co/jc38WInlHX",8003
10523,0.0,2018-07-21 02:47:05,0.0,1.0,The New York Times,0.0,Ta-Nehisi Coates is leaving his position as a national correspondent for The Atlantic after a decade with the magaz… https://t.co/Edy460uGc7,8004
10524,0.0,2018-07-21 02:32:05,0.0,1.0,The New York Times,0.0,"Fox News said that Kimberly Guilfoyle, a longtime co-host of the afternoon panel show “The Five,” had left the netw… https://t.co/gAvoyzGj8n",8005
10525,0.4404,2018-07-21 02:17:06,0.0,0.828,The New York Times,0.172,"RT @nytimesbooks: There are seven weekends left in the summer. You better get reading.
https://t.co/VgREME4Do8",8006
10526,-0.0772,2018-07-21 02:02:03,0.187,0.677,The New York Times,0.135,President Trump accused China and the European Union of manipulating their currencies to gain an edge in global tra… https://t.co/MyUC7QMPjk,8007
10527,0.0,2018-07-21 01:47:02,0.0,1.0,The New York Times,0.0,"These photos examine the state of coral ecosystems around the world, along with the circumstances — climate change,… https://t.co/cXdo1LYLHk",8008
10528,0.0,2018-07-21 01:32:04,0.0,1.0,The New York Times,0.0,Here's what it takes to get an abortion in two U.S. states with distinct approaches https://t.co/YdYeGshdBZ,8009
10529,-0.2263,2018-07-21 01:17:06,0.091,0.909,The New York Times,0.0,RT @NYTSports: Pedro Guerrero (not that one) would prefer it if you stopped mailing him Pedro Guerrero's baseball cards https://t.co/Thv3PE…,8010
10530,0.0,2018-07-21 01:02:05,0.0,1.0,The New York Times,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/bDfwhPYLgi,8011
10531,0.3612,2018-07-21 00:47:05,0.0,0.706,The New York Times,0.294,Scientists urge sending thank you notes https://t.co/eUyYgZQqbE,8012
10532,-0.3716,2018-07-21 00:32:04,0.13,0.87,The New York Times,0.0,"French researchers say they have found the imprint of Fukushima's nuclear disaster in California wine, but radioact… https://t.co/FhNq0NhQof",8013
10533,-0.5106,2018-07-21 00:17:04,0.177,0.823,The New York Times,0.0,"RT @nytopinion: If the N.R.A. turns out to be compromised by Russia, it would shake conservative politics to their foundation, argues @mich…",8014
10534,-0.765,2018-07-21 00:10:05,0.337,0.663,The New York Times,0.0,"Missouri duck boat accident kills 17, including 9 from the same family, state officials said https://t.co/KE18mkjEtt",8015
10535,0.4767,2018-07-21 00:02:08,0.0,0.86,The New York Times,0.14,Shonda Rhimes discusses her Netflix plans in detail for the first time. She has 8 ambitious series planned for the… https://t.co/HxB7eyN5sP,8016
10536,0.0,2018-07-20 23:47:04,0.0,1.0,The New York Times,0.0,"Last month, President Trump waded into the race in Florida, despite strenuous appeals from state Republicans to sta… https://t.co/yqpPmyBuBx",8017
10537,-0.5859,2018-07-20 23:31:58,0.217,0.691,The New York Times,0.092,RT @NYTNational: Nine of the dead came from one family. It was one of the deadliest duck boat accidents in United States history.  https://…,8018
10538,0.0,2018-07-20 23:17:02,0.0,1.0,The New York Times,0.0,RT @jessicabennett: It’s blasphemy to talk about Monday on Friday — except that?THIS MONDAY? we will be live at the NYT with #2DopeQueens!…,8019
10539,0.0,2018-07-20 23:02:03,0.0,1.0,The New York Times,0.0,Bayer announced that it would discontinue sales of its Essure birth control implant by the end of the year https://t.co/3WqyHpe3Dv,8020
10540,0.0,2018-07-20 22:47:03,0.0,1.0,The New York Times,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/L8dfm5rYiA,8021
10541,0.0,2018-07-20 22:32:05,0.0,1.0,The New York Times,0.0,"Alexandria Ocasio-Cortez made her debut on the national campaign trail in deep-red Kansas, testing her socialist me… https://t.co/WqaFflFMdf",8022
10542,0.0,2018-07-20 22:17:06,0.0,1.0,The New York Times,0.0,"Each year for 22 years, 10 underrecognized female artists over 40 have received an anonymous $25,000. Now the benef… https://t.co/74Lbt2mQX2",8023
10543,0.3254,2018-07-20 22:00:14,0.0,0.908,The New York Times,0.092,RT @nytmike: SCOOP: FBI has secret recording Michael Cohen made of conversation he had with Trump two months before the election in which t…,8024
10544,-0.4019,2018-07-20 21:47:01,0.209,0.791,The New York Times,0.0,"Sensitive documents of Tesla, Toyota, VW and other carmakers were exposed in a supplier's data leak https://t.co/xI4JITkqhH",8025
10545,-0.1027,2018-07-20 21:32:04,0.147,0.733,The New York Times,0.12,7 new books recommended by critics and editors at The New York Times https://t.co/Zrrq1aYWk6,8026
10546,0.0516,2018-07-20 21:17:03,0.189,0.608,The New York Times,0.203,RT @HarveyAraton: My pained take on my favorite NBA franchise https://t.co/hQ9iM97Xpz,8027
10547,0.0,2018-07-20 21:00:11,0.0,1.0,The New York Times,0.0,"Earlier this month, WeWork announced that it was essentially going vegetarian  https://t.co/UGcGbN5pH1",8028
10548,0.296,2018-07-20 20:45:05,0.05,0.853,The New York Times,0.097,It looks like it's going to be a rainy weekend in New York City. Here's how you can get your culture fix — and for… https://t.co/cKikWmBEOW,8029
10549,0.0,2018-07-20 20:40:51,0.0,1.0,The New York Times,0.0,RT @amyfiscus: @maggieNYT @nytmike @mattapuzzo UPDATE to the update: Giuliani called back. He said Trump and Cohen were discussing buying t…,8030
10550,0.0,2018-07-20 20:30:03,0.0,1.0,The New York Times,0.0,NFL training camps will be in full swing next week and the national anthem controversy is already heating up. Here’… https://t.co/taqE5FQdp2,8031
10551,0.4767,2018-07-20 20:15:06,0.0,0.846,The New York Times,0.154,British police and intelligence agencies are using children in undercover operation as the country grapples with a… https://t.co/LVaWQ2ADlH,8032
10552,0.0,2018-07-20 20:00:05,0.0,1.0,The New York Times,0.0,The Russian government urged Twitter users to change their profile picture to one of Maria Butina. They claim she's… https://t.co/2GrJjY6euA,8033
10553,0.0,2018-07-20 19:45:01,0.0,1.0,The New York Times,0.0,"In Opinion

Representative Will Hurd writes, ""Over the course of my career as an undercover officer in the CIA, I s… https://t.co/zhJV2rTPF9",8034
10554,0.5106,2018-07-20 19:30:08,0.0,0.845,The New York Times,0.155,"They survived the shooting at their high school in Parkland, Florida. 5 months later, their father was gunned down… https://t.co/RA7MnbpXGk",8035
10555,0.4404,2018-07-20 19:15:06,0.0,0.879,The New York Times,0.121,"""The reason that this has exploded, I truly think, is that moms have put themselves in that situation. It has hit a… https://t.co/b9p99K29a6",8036
10556,0.0,2018-07-20 19:00:12,0.0,1.0,The New York Times,0.0,"Our NYT movie review: Director Deborah Haywood digs into her own teen memories and unearths something eccentric, tr… https://t.co/ITk9nYbVxR",8037
10557,-0.3182,2018-07-20 18:45:03,0.119,0.881,The New York Times,0.0,Over 100 former Ohio State students came forward with sexual misconduct accusations against a team doctor and profe… https://t.co/QsBhSn72ay,8038
10558,0.0772,2018-07-20 18:31:56,0.0,0.86,The New York Times,0.14,Lots of people want the “Trump Baby” balloon https://t.co/NPRe99qk1P,8039
